title,body
Russia’s high-precision missile destroys Ukrainian army's ammunition depot -  Russia,"MOSCOW, March 19. /TASS/. The Russian Defense Ministry has released a video showing an unmanned aerial vehicle destroying an ammunition depot of the Ukrainian Armed Forces with a high-precision missile.
""The video, made by an objective monitoring system, recorded a pinpoint missile strike on an underground hangar containing weapons and ammunition,"" the Defense Ministry said in a statement.
"
Lukashenko says West was pushing Ukraine toward war -  World,"MINSK, March 19. /TASS/. Belarusian President Alexander Lukashenko on Saturday said Western countries were pushing the Ukrainian government to start a war.
""The West pushed them toward this war,"" he said in an interview with Japan’s TBS television that was posted on the Belarus-1 YouTube channel.
The Belarusian leader said Kiev imposed sanctions on Belarus even before the West did. ""They closed the opportunity for us to fly over Ukraine, meaning they closed the sky, restricted all flights,"" he said.
Military activities
Military activities in Ukraine would be over quickly if the United States took a position in favor of peace but Washington is unlikely to make such a move, Belarusian President said.
""The war can end very quickly if he (US President Joe Biden - TASS) makes a phone call, if the US takes a position in favor of the establishment of peace on Ukrainian soil. However, he is unlikely to make a call like that. The reason is that the current situation in Ukraine is beneficial for the Americans. This is what America needs,"" Lukashenko pointed out.
According to him, it is either Russia and Ukraine that can end hostilities by signing an agreement or the US, by ordering the Ukrainian authorities to stop military activities. The Belarusian president believes that if Washington takes such a step, the European Union and other countries will support it.
Donbass and Russia
Belarus was ready to deploy border guards to the border between Donbass and Russia but Ukraine rejected the initiative, Belarusian President Alexander Lukashenko said.
""I did everything to prevent war and maintain peace there before a conflict between Ukraine and Russia had broken out. I was even ready to block the border between Donbass and Russia. You know, it’s 400 kilometers long and I was ready to deploy my border guards there and provide other assistance to Ukraine. Russia agreed but Ukraine refused. Why? Because the West was pushing them to launch this war,"" Lukashenko pointed out.
He added that Ukraine had imposed sanctions on Belarus even before Western countries. In particular, Kiev closed the country’s airspace to Belarusian planes.
The economies
The economies of Russia and Belarus are practically indivisible, Lukashenko said.
""Economically, they are practically indivisible systems,"" he said. ""We are so much built in the Russian manufacturing system and Russia in the Belarusian system that a breakup of cooperation ties would cause an economic catastrophe,"" he said.
""Secondly, we have a common market,"" Lukashenko went on to say. ""We ship to Russia probably half of our products. It’s our main market.""
Russia and Belarus, he said, is ""practically one entity in terms of production, economy and a common market for sales."" That also goes for the countries’ militaries as they are a single grouping, the president said.
""We are tied together very tightly,"" Lukashenko said. ""These ties are called a Union State, something that we are trying to build with Russia."".
Zelensky has little control
Ukrainian President Vladimir Zelensky has little control over the processes that are underway in the country, Lukashenko said.
""I can only express my own point of view about Volodya Zelensky at the moment. I believe that he has little control over processes in Ukraine,"" Lukashenko pointed out.
""Even before the conflict, he did not seek to delve into these processes due to his level of preparedness of unpreparedness. However, he is not a stupid person and I was hopeful that as he gains experience, <...> he will start to adequately manage the situation in Ukraine. But it did not happen and a conflict broke out,"" the Belarusian president added.
Ukrainian government
Belarusian President Alexander Lukashenko has said Russia has reasons to mistrust the current Ukrainian government.
""In 2014, a ceasefire was reached on the basis of the Minsk accords. Troops were pulled back and how did that end?"" he said. ""That ended in this war. So, Russia has all the reasons to not trust the current Ukrainian government.""
Lukashenko said Russia has set goals for its operation in Ukraine and it will ""definitely achieve them,"" he said.
Belarus remains neutral
Belarus remains neutral in the conflict in Ukraine and will do everything to help put an end to it, Belarusian President said.
""We will do everything to help end this conflict,"" he stated.
""If someone has nothing else to do, they can condemn Russia or Ukraine. As for us, we need to make efforts to end the conflict so that we all can start building warm friendly relations,"" Lukashenko added.
Belarus holds neutrality with respect to the events in Ukraine, Belarusian President Alexander Lukashenko said.
""We are absolutely neutral. We are hosting the talks, and that’s the evidence of our position,"" he said. ""We aren’t going to be pulled into this war. I have said that more than once.""
He said Belarus won’t condemn either Russia or Ukraine.
""We should seek an end to the war and we start to build warm, friendly relations,"" he said.
Cyber weapons
Cyber weapons pose more danger to mankind than nuclear arms, Belarusian President told a Japanese reporter following an interview with Japan’s TBS broadcasting company.
""Nuclear arms won’t be a source of danger in the future as there are more dangerous things than nuclear arms. Those include biological weapons and cyber weapons. They are far more dangerous,"" Lukashenko said, according to a video posted on a Telegram channel close to the Belarusian presidential press service.
According to Lukashenko, ""mankind has not yet realized the danger, particularly the one coming from cyber weapons.""
""We all tremble at the mention of nuclear arms but cyber weapons are scarier,"" the Belarusian president noted, adding that such weapons were difficult to detect, while people ""are not ready yet to fear cybercrime and cyber weapons."".
Russia will be able to complete
Belarusian President Alexander Lukashenko has said Russia will be able to complete its special military operation in Ukraine on its own, and Minsk isn’t being asked to step in.
""No one is asking us to take part in the operation of the Russian military directly,"" he said. ""I spoke about it recently. We are unable to add anything to this Russian operation.""
""They have enough personnel, they have enough equipment, which is the same we have, but even more advanced,"" he went on to say. ""So, Russia will be able to handle this problem without Belarus, without Japan or any other country.""
Lukashenko said Belarus holds neutrality, and cited the fact that the country is hosting talks between Russia and Ukraine as evidence.
Earlier, Mikhail Podolyak, adviser to the Ukrainian president’s head of staff, stated there is currently no threat that Belarus will invade Ukraine.
Ukraine shouldn’t be a foothold for attacking
Lukashenko has said Ukraine shouldn’t be a foothold for attacking Russia.
""Russia is offering Ukraine the same things that are happening in Belarus, meaning Ukraine should become like Belarus, with some nuances"" he said.
Lukashenko said Ukraine shouldn’t possess nuclear weapons, threaten Russia and ban people living in the country from speaking the language they wish because ""there’s a lot of Russians there.""
""If they want to speak Russia, please let them do so,"" he said. ""No one should pressure anyone.""
""By no means should Nazism thrive there [in Ukraine] so it doesn’t evolve into fascism that we lived through in the middle of the last century,"" Lukashenko said.
On February 24, Russian President Vladimir Putin announced a special military operation based on a request from the heads of the Donbass republics. The Russian leader stressed that Moscow had no plans to occupy Ukrainian territories and the goal was to demilitarize and denazify the country.
"
Western countries must stop sending weapons to Ukraine - Russian parliament speaker -  Russia,"MOSCOW, March 19. /TASS/. The United States and other Western countries should focus on providing humanitarian aid to the Ukrainian people instead of sending weapons and mercenaries to the country, Russian State Duma (the lower house of parliament) Speaker Vyacheslav Volodin said on Telegram.
""If the US and other Western countries really want peace, it would be right for them to spend money on humanitarian assistance to the people rather than on military supplies,"" he pointed out.
According to Volodin, the United Nations needs to make decisions and drop double standards. ""If you want peace to be established as soon as possible, make immediate decisions. The US and NATO countries must stop sending weapons and mercenaries to Ukraine,"" the State Duma speaker stressed.
Volodin emphasized that Washington and Brussels were directly responsible for the death of civilians in Ukraine and the outflow of refugees from the country. He also stressed that ""Ukrainian nationalists are using civilians as a human shield,"" hiding behind women and children.
At the same time, in Volodin’s words, NATO member states continue to supply weapons and ammunition to Ukraine, while mercenaries recruited in NATO countries ""join Ukrainian nationalist battalions."" ""So when [US President Joe] Biden and his NATO colleagues call for peace, they should start with themselves. They are to blame for a delay in efforts to resolve the situation in Ukraine, demilitarize and denazify the country. They don’t want Ukraine to become an independent and neutral state,"" Volodin noted.
"
Over 50 civilians killed in DPR since February 17 - DPR mission -  World,"DONETSK, March 19. /TASS/. Over 50 civilians have been killed in the Donetsk People’s Republic (DPR) since February 17, when Ukraine started to escalate the situation, the DPR mission to the Joint Center for Control and Coordination (JCCC) said in a statement on Telegram on Saturday.
""In the 30 days since the Ukrainian military started to escalate the situation, 55 civilians have been killed [in the DPR]. Four women were killed yesterday, "" the statement reads.
According to the mission, as many as 301 civilians, including 21 children, have suffered wounds.
Tensions escalated along the line of contact in Donbass on February 17. The Donetsk and Lugansk People’s Republics reported the heaviest shelling by the Ukrainian Armed Forces in months, which caused civilian casualties and damaged civilian infrastructure facilities. On February 24, Russian President Vladimir Putin announced a special military operation based on a request from the heads of the Donbass republics. The Russian leader stressed that Moscow had no plans to occupy Ukrainian territories and the goal was to demilitarize and denazify the country.
"
"Russia’s COVID-19 case tally grows by 32,958, a new low since January 18 - crisis center -  Russia","MOSCOW, March 19. /TASS/. Russia’s COVID-19 case tally rose by 32,958 over the past day to 17,551,657, a new low since January 18, the anti-coronavirus crisis center reported on Saturday.
In relative terms, the number of cases increased by 0.19%.
As many as 4,564 people were hospitalized with COVID-19 in Russia over the past day, 17.2% fewer than in the previous day. The number of hospitalized patients declined in 58 regions, while in 24 other regions the figure increased.
Moscow’s COVID-19 cases increased by 927 over the past day versus 1,130 a day earlier, reaching 2,728,321, according to the anti-coronavirus crisis center. St. Petersburg’s COVID-19 cases increased by 1,472 over the past day versus 1,486 a day earlier, reaching 1,486,035.
Recoveries
Russia’s COVID-19 recoveries rose by 95,558 over the past day, reaching 16,135,267, the anti-coronavirus crisis center told reporters on Saturday.
The share of patients discharged from hospitals has risen to 91.9% of the total number of those infected.
A day earlier some 105,064 patients recovered.
Death
Russia’s COVID-19 death toll rose by 495 over the past day to 364,058, the anti-coronavirus crisis center told reporters on Sunday.
That’s the first time since June 21 that the number was below 500. A day earlier 524 COVID-19 deaths were registered.
The average mortality rate went down to 2.07%, according to the crisis center.
"
Ukrainian military shells DPR 37 times in past 24 hours - DPR mission -  World,"DONETSK, March 19. /TASS/. The Ukrainian Armed Forces shelled the territory of the Donetsk People’s Republic (DPR) 37 times in the past 24 hours, the DPR mission to the Joint Center for Control and Coordination said on Saturday.
According to the mission, the attacks involved rocket and tube artillery and heavy mortars. A total of 311 munitions were fired. Twenty-six civilians suffered wounds in the attacks, at least 26 homes and 11 civilian infrastructure facilities were damaged in Donetsk. Wide-spread damage was also reported in Yasinovataya.
Tensions escalated along the line of contact in Donbass on February 17. The Donetsk and Lugansk People’s Republics reported the heaviest shelling by the Ukrainian Armed Forces in months, which caused civilian casualties and damaged civilian infrastructure facilities. On February 24, Russian President Vladimir Putin announced a special military operation based on a request from the heads of the Donbass republics. The Russian leader stressed that Moscow had no plans to occupy Ukrainian territories and the goal was to demilitarize and denazify the country.
"
erdar Berdymukhamedov takes office as president of Turkmenistan - agency -  World,"MOSCOW, March 19. /TASS/. Serdar Berdymukhamedov, who won Turkmenistan’s presidential election on March 12, has taken office as the country’s president, the Turkmenistan State News Agency reported on Saturday.
The inauguration ceremony took place in Turkmenistan’s capital of Ashgabat.
The country’s Central Commission on Elections and Referendums announced on Tuesday that Serdar Berdymukhamedov had won the snap presidential elections, receiving 72.97% of the vote.
Earlier, Serdar’s father Gurbanguly Berdymukhamedov announced his decision to step down as Turkmen president to ""give way to the young."" However, he remains the chairman of the upper house of parliament.
"
"Russian aircraft destroy S-300, Buk-M1 missile systems of Ukrainian Armed Forces -  Russia","MOSCOW, March 19. /TASS/. Russian aircraft destroyed four missile systems of the Ukrainian Armed Forces in the early hours of March 19, including three S-300 systems and a Buk-M1 system, Russian Defense Ministry Spokesman Igor Konashenkov said on Saturday.
""Russia’s tactical, army and unmanned aircraft targeted 69 Ukrainian military facilities in the early hours of March 19, among them four command posts, including a brigade management headquarters in the Zabuyanye settlement, four missile systems, including three S-300 systems and a Buk-M1 system, a guidance and targeting radar, three multiple rocket launchers, 12 depots containing missile and artillery weapons and 43 military equipment storage sites,"" he specified.
According to Konashenkov, the air defenses of Russia’s Aerospace Forces downed 12 Ukrainian unmanned aerial vehicles.
Bastion
Russia’s Bastion coastal missile system has destroyed electronic intelligence centers of the Ukrainian Armed Forces in Ukraine’s Odessa region, Russian Defense Ministry Spokesman Major General said.
""A Bastion coastal missile system destroyed electronic intelligence centers of the Ukrainian Armed Forces in the Odessa region’s Veliky Dalnik and Velikodolinskoye settlements,"" he pointed out.
Kinzhal
Russia’s Kinzhal missile system with hypersonic aeroballistic missiles destroyed the Ukrainian military’s underground depot containing missiles and aviation ammunition in Ukraine’s Ivano-Frankovsk region, Konashenkov said.
""On March 18, the Kinzhal missile system with hypersonic aeroballistic missiles destroyed a major depot of the Ukrainian army in the Delyatin settlement in Ukraine’s Ivano-Frankovsk region, which contained missiles and aviation ammunition,"" he noted.
The Russian Armed Forces
The Russian Armed Forces have destroyed about 200 unmanned aerial vehicles and over 1,400 tanks and other armored vehicles since the start of a special military operation in Ukraine, Russian Defense Ministry Spokesman Major General Igor Konashenkov said on Saturday.
""A total of 196 Ukrainian unmanned aerial vehicles, 1,438 tanks and other armored vehicles, 145 multiple rocket launchers, 556 field artillery pieces and mortars, as well as 1,237 military motor vehicles, have been destroyed since the start of the special military operation,"" he specified.
"
Ukrainian military admits losing access to Sea of Azov -  World,"MOSCOW, March 19. /TASS/. The Defense Ministry of Ukraine admitted in a Facebook post on Saturday it no longer had access to the Sea of Azov.
According to the statement, Ukraine ""has been temporarily deprived of access to the Sea of Azov.""
Russian Defense Ministry spokesman Igor Konashenkov said back on March 1 the Ukrainian army’s access to the Sea of Azov had been blocked as advancing units of the Donetsk People’s Militia had reached the administrative border of the Donetsk Region to join the Russian forces that earlier established control of Ukraine’s districts on the Sea of Azov.
Russian President Vladimir Putin said in a televised address on February 24 that in response to a request by the heads of the Donbass republics he had made a decision to carry out a special military operation in order to protect people ""who have been suffering from abuse and genocide by the Kiev regime for eight years."" The Russian leader stressed that Moscow had no plans of occupying Ukrainian territories.
"
"US troops won’t engage in conflict in Ukraine, Pentagon chief emphasizes -  World","NEW YORK, March 19. /TASS/. US troops will not engage in the conflict in Ukraine, US Secretary of Defense Lloyd Austin said in an interview with CNN.
According to him, US President Joe Biden has ""been very clear about the fact that we won't have troops engaged in combat with Russia in Ukraine.""
He pointed out that establishing a no-fly zone over Ukraine would require ""controlling the skies, engaging Russian aircraft, and taking out aircraft systems in Ukraine, Belarus and Russia,"" the news outlet noted.
""So that would mean that we're in combat with Russia. These are two nuclear powered countries that nobody wants to see engage in the conflict. It's not good for the region. It's not good for the world,"" Austin said, as cited by CNN.
On February 24, Russian President Vladimir Putin announced a special military operation based on a request from the heads of the Donbass republics. The Russian leader stressed that Moscow had no plans to occupy Ukrainian territories and the goal was to demilitarize and denazify the country.
"
"Ukrainian shelling kills three civilians, leaves two wounded in past day - LPR mission -  World","LUGANSK, March 19. /TASS/. The Ukrainian Armed Forces shelled the territory of the Lugansk People’s Republic (LPR) twice in the past 24 hours, killing three civilians and leaving another two wounded, the LPR mission to the Joint Center for Control and Coordination (JCCC) said in a statement on Saturday.
""The Ukrainian Armed Forces carried out two shelling attacks on two settlements,"" the statement reads. ""Three civilians were killed in the Irmino settlement and another two suffered wounds,"" the mission added.
Tensions escalated along the line of contact in Donbass on February 17. The Donetsk and Lugansk People’s Republics reported the heaviest shelling by the Ukrainian Armed Forces in months, which caused civilian casualties and damaged civilian infrastructure facilities. On February 24, Russian President Vladimir Putin announced a special military operation based on a request from the heads of the Donbass republics. The Russian leader stressed that Moscow had no plans to occupy Ukrainian territories and the goal was to demilitarize and denazify the country.
"
Russia’s Ka-52 helicopters conduct missile strikes on positions of Ukrainian nationalists -  Russia,"MOSCOW, March 19. /TASS/. The Russian Aerospace Forces have carried out missile strikes on the positions of Ukrainian nationalists, the Russian Defense Ministry said in a statement.
""The air attack destroyed a Ukrainian nationalist unit’s strongpoint and disguised armored vehicles,"" the statement reads.
According to a video released by the ministry, Russian crews operated in pairs, conducting strikes from low and very low altitudes.
The mission of army aircraft involved in Russia’s special military operation in Ukraine is to escort convoys, destroy armored vehicles, transport paratroopers, deliver military supplies and provide air support to troops taking part in the operation.
"
evmash shipyard to build fifth-generation nuclear subs after upgrade - chief -  Military & Defense,"MOSCOW, March 19. /TASS/. The technological upgrade of the Sevmash shipyard in northern Russia will enable it to build fifth-generation nuclear-powered submarines, the plant’s CEO Mikhail Budnichenko has told TASS.
""Resolving the global task of upgrading to the new technical level will allow us not just to build fifth-generation submarines and other naval equipment boosting defense capabilities and economic potential of our country, but also to solve other possible tasks for the shipyard,"" he said, adding that a large-scale technical upgrade was underway at the facility.
Budnichenko added that the enterprise was preparing to introduce the modular method of submarine construction.
Russia’s Severodvinsk-based Sevmash Shipyard (a subsidiary of the United Shipbuilding Corporation) said in 2021 it had approved the concept of modular submarine construction. The new technology allows assembling submarine hulls from large modules, reducing the time of docking works by 18 months.
"
Russian-Ukrainian negotiations may take several weeks - presidential adviser -  World,"NEW YORK, March 19. /TASS/. The talks between Moscow and Kiev may last a few more weeks, Ukrainian Presidential Office Adviser Mikhail Podolyak has told Bloomberg TV.
""The negotiations may last several weeks or even longer, due to some legal issues that are incompatible with each other,"" said Podolyak, whose words were translated into English.
He said Ukraine’s main demands were ""ceasefire, troop pullback and political settlement regarding the disputed territories.""
The first round of Russian-Ukrainian talks took place on February 28 in Belarus. Later, the sides met on March 3 and March 7, also in Belarus. On March 10, Russian Foreign Minister Sergey Lavrov and Ukrainian Foreign Minister Dmitry Kuleba met in Turkey’s Antalya. Currently, the negotiations proceed daily via a video linkup.
Russian President Vladimir Putin said in a televised address on February 24 that in response to a request by the heads of the Donbass republics he had made a decision to carry out a special military operation in order to protect people ""who have been suffering from abuse and genocide by the Kiev regime for eight years."" The Russian leader stressed that Moscow had no plans of occupying Ukrainian territories.
"
erbia gets Russian gas almost for free - president -  Business & Economy,"BELGRADE, March 19. /TASS/. At present, Serbia is receiving Russian gas almost for free, Serbian President Aleksandar Vucic has told TV Prva.
""The price at which we are buying 6 million cubic meters daily is a minimal price. It’s like we are getting it for free. $270 for 1,000 cubic meters is almost free of charge, considering that the current commodity exchange price is $1,160,"" he said.
The host of the TV show with Vucic said that Serbia would have spent 6 billion euro buying gas at commodity exchange prices, while the country’s entire budget stands at 14 billion euro.
""We would not withstand this, no one would,"" he said.
Srbijagas Director General Dusan Bajatovic said on Wednesday his country expected to pay between $600 and $850 per 1,000 billion cubic meters of gas under a new ten-year long-term agreement with Russia. In his words, the price will be made of ""oil formula and market value"" and envisage flexibility of supplies, because Serbia’s gas consumptions is three or four times higher during the winter season.
Moscow left the gas price for Serbia unchanged at $270 for the next six months following the talks in Sochi on November 25. After that period Belgrade will receive exclusive terms on a long-term contract from Moscow.
From January 1, Gazprom started supplying gas to Serbia via a new route. From Russia, the gas is transported by the TurkStream pipeline, then it goes to Serbia via the territory of Turkey and through Bulgaria’s national gas transportation system.
"
FMBA plans to manufacture up to 30 million Convasel doses every year -  Society & Culture,"MOSCOW, March 19. /TASS/. The production facility of the St. Petersburg Research Institute of Vaccines and Serums under the Federal Medical-Biological Agency (FMBA) plans to produce up to 30 million of Convasel vaccine sets every year, the agency’s press service said on Saturday.
""The medicine is to be manufactured by production facilities of the new recombinant vaccine workshop, opened on the basis of the St. Petersburg Research Institute of Vaccines and Serums under the Federal Medical-Biological Agency (FMBA) in 2021, as part of the Year of Science and Technologies in Russia. The production facility has the capacity of manufacturing up to 30 million double doses annually,"" the statement says.
FMBA chief Veronika Skvortsova said earlier that the vaccine is unlikely to cause any allergic reaction and is well tolerated by patients.
On Friday, the Russian health ministry has registered the Convasel anti-coronavirus vaccine, developed by the St. Petersburg Research Institute of Vaccines and Serums under the Federal Medical-Biological Agency (FMBA) of Russia.
In June 2021, preclinical studies of the vaccine were completed, proving its safety, immunogenicity and protective potential.
"
Roscosmos to wait for ISS partners’ response until end of March - chief -  Science & Space,"MOSCOW, March 19. /TASS/. Roscosmos Director General Dmitry Rogozin said he would wait until the end of March for the response from the National Aeronautics and Space Administration, the Canadian Space Agency and the European Space Agency to his demand to lift sanctions against Russian enterprises.
""We will wait until the end of March. The lack of response or a negative response would be a basis for our decision,"" he said, without specifying what kind of decision it would be.
According to the official, the space corporation was not going to yield to the sanctions.
Last week, Rogozin said the Russian state-run space corporation Roscosmos was sending appeals to its partners in the International Space Station demanding they lift illegal sanctions from the corporation’s companies.
During an earlier meeting with Russian lawmakers, Rogozin said the work of the International Space Station was no longer effective amid the current geopolitical sitaution. He also said that ‘colossal funding’ will be required to continue ISS operations until 2030, otherwise ""the station will fall into pieces."".
"
Russia to start working on its Mars mission soon - Roscosmos -  Science & Space,"MOSCOW, March 19. /TASS/. Russian state-run space corporation Roscosmos will begin working on a mission to Mars soon instead of the ExoMars project, Roscosmos Director General Dmitry Rogozin has told reporters.
""We have responsibility to our science, we must do this. <…> We are to begin working on putting the mission to Mars into practice soon,"" Rogozin said.
He doubted that a Mars rover would be necessary for the success of the mission.
""The landing module itself is a scientific station. It will be enough for the mission to succeed. We will simply repeat what we had already done before, but I have great doubts whether they [Europeans] will succeed without us,"" he added.
Rogozin stressed that Russia already has a carrier rocket and a launch facility.
""The Angara rocket is about to complete its flight trials, as stage two of the Vostochny Cosmodrome will be ready soon,"" he said. ""It won’t be hard to recreate the Kazachok landing module, we have all designs at our disposal.""
In his opinion, it will take six years or maybe more for the European Space Agency (ESA) to recreate the landing module for the ExoMars mission.
""Six years are the most optimistic scenario,"" Rogozin added.
Earlier, the ESA said its Governing Board had found it impossible to go ahead with cooperation within the framework of the Russian-European ExoMars mission in the current situation. The ESA said the decision was made unanimously at the Governing Board’s meeting in Paris. Earlier, the ESA said the launch of ExoMars was unlikely due to the anti-Russian sanctions imposed over Ukraine.
In turn, Rogozin said on March 18 that Roscosmos would go ahead with launching a research mission towards Mars in defiance of the European Space Agency’s pullout from the ExoMars project.
"
US sanctions to remain in place until Russia changes its course - Blinken -  World,"WASHINGTON, March 19. /TASS/. US sanctions against Russia will remain in place until Moscow changes its political course, US Secretary of State Antony Blinken said during a roundtable with journalists.
""Of course, the purpose of all of this is not to have these things [sanctions] in perpetuity. The purpose of the sanctions is to change their [Russia’s] conduct, along with everything else that we’re doing,"" he said.
The US top diplomat told the public to ""be prepared for this to go on for some time,"" because the intended result will not be immediately achieved.
On February 24 Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aims to demilitarize and denazify the country. The Russian Defense Ministry said that Russian troops are not targeting Ukrainian cities, but are incapacitating Ukrainian military infrastructure.
The West retaliated to Russia’s decision by imposing massive new sanctions on the country, described by some western leaders as a de-facto economic war against Russia. Russian Foreign Minister Sergey Lavrov described the Western actions as ""sort of a tax on independence"" and said he was sure ""the hysteria will blow over"" and a solution will be found for the situation in Ukraine.
"
Chinese diplomat mocks West’s perception of ‘international community’ -  World,"BEIJING, March 19. /TASS/. Chinese Foreign Ministry Spokesman Zhao Lijian mocked the West’s limited perception of the international community on Friday.
In a Twitter post on Friday, the diplomat published a map of the world, depicting only the United States, Canada, Australia, New Zealand and Western Europe, who often make statements on behalf of the entire global community.
""The international community you always hear about,"" he wrote.
Zhao Lijian frequently criticizes foreign policy of Western nations. Apart from making remarks during officials briefings, the spokesman often publishes critical posts on Twitter.
"
No Putin-Zelensky meeting until treaty text is ready - Russian negotiator -  Russian Politics & Diplomacy,"MOSCOW, March 19. /TASS/. The text of a treaty between Russia and Ukraine must be approved before even mentioning a possibility of a meeting between the presidents of Russia and Ukraine, Vladimir Putin and Vladimir Zelensky, said Presidential Aide Vladimir Medinsky, who heads the Russian delegation to the talks.
""I’m absolutely not ready to comment on that. I can only say that before we even mention a meeting of the leaders, delegations of negotiators must prepare and agree on the text of a treaty. After that, the text of the treaty should be initialed by foreign ministers, and approved by governments. After that, a possibility of a summit can be discussed,"" he said on Friday.
Ukrainian Presidential Office Adviser Mikhail Podolyak stated earlier that a meeting between Putin and Zelensky might be organized after the work on the settlement document was completed. According to him, such meeting was possible in the next couple of weeks.
Russian President Vladimir Putin announced on February 24 that in response to a request by the heads of the Donbass republics he had made a decision to carry out a special military operation in Ukraine in order to protect people ""who have been suffering from abuse and genocide by the Kiev regime for eight years."" The Russian leader stressed that Moscow had no plans of occupying Ukrainian territories and the operation was aimed at demilitarizing and denazifying Ukraine.
The Russian Defense Ministry reassured that Russian troops are not targeting Ukrainian cities, but are limited to surgically striking and incapacitating Ukrainian military infrastructure.
"
"Over 14,300 people evacuated to Russia from dangerous areas of Ukraine - military -  Military & Defense","MOSCOW, March 19. /TASS/. Almost 14,400 people were evacuated to Russia from various dangerous areas in Ukraine in the past 24 hours without Kiev’s assistance, Russian National Defense Control Center head Colonel General Mikhail Mizintsev said on Friday.
""Without the participation of the Kiev government, a total of 14,397 people were evacuated to Russia from various dangerous areas of Ukraine and the people’s republics of Donetsk and Lugansk. Among them were 2,781 children. The overall number of evacuees since the start of the special military operation now stands at 297,858, including 63,465 children,"" he said.
According to Mizintsev, 181 foreigners from nine countries were evacuated to Crimea without the Ukrainian side’s participation, including citizens of Nigeria (32), Uzbekistan (23), Kazakhstan (17), Lebanon (seven), Sri Lanka (six), Pakistan (four), Serbia (one) and Tunisia (one), as well as 90 citizens of Ukraine.
According to the Russian National Defense Control Center head, more than 4.5 million people are still being held by Ukrainian neo-Nazis in Kiev, Kharkov, Chernigov, Sumy and other residential areas to be used as a human shield.
""The nationalists are holding 6,921 foreigners from 23 states against their will. Besides, crews of 70 foreign ships are blocked in Ukraine’s maritime ports,"" he added.
Russian President Vladimir Putin announced on February 24 that in response to a request by the heads of the Donbass republics he had made a decision to carry out a special military operation in Ukraine in order to protect people ""who have been suffering from abuse and genocide by the Kiev regime for eight years."" The Russian leader stressed that Moscow had no plans of occupying Ukrainian territories and the operation was aimed at demilitarizing and denazifying Ukraine.
The Russian Defense Ministry reassured that Russian troops are not targeting Ukrainian cities, but are limited to surgically striking and incapacitating Ukrainian military infrastructure.
"
First UN aid convoy reaches Ukraine’s Sumy - UN coordinator -  Society & Culture,"UNITED NATIONS, March 19. /TASS/. The first UN humanitarian aid convoy managed to reach the Ukrainian city of Sumy, United Nations Crisis Coordinator for Ukraine Amin Awad said in a statement.
""Today, the United Nations and our partners in Ukraine completed the first convoy of urgent humanitarian aid to the city of Sumy in the northeast,"" he said on Friday.
According to Awad, the 130-tonne shipment, which includes medicines, water and food, will be distributed among 35,000 people. Moreover, the convoy will deliver equipment to repair water systems to help about 50,000 people, the statement says.
The humanitarian supplies were provided by the World Food Programme (WFP), UN Refugee Agency (UNHCR), World Health Organization (WHO), and the UN Children’s Fund (UNICEF), as well as the NGO People in Need (PiN).
On February 24 Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aims to demilitarize and denazify the country. The Russian Defense Ministry said that Russian troops are not targeting Ukrainian cities, but are incapacitating Ukrainian military infrastructure.
"
office aboard ISS resumes its work -  Science & Space,"ISS, March 19. /TASS special correspondent Oleg Artemyev/. The TASS news office aboard the Internaitonal Space Station (ISS) resumed its work early on Saturday, led by TASS special correspondent Oleg Artemyev, who is also the commander of the ISS Expedition 67.
During the entire 195-day expedition, he will report about life and work, experiments and trials aboard the orbital outpost and share photos and videos from space.
""I am very glad to accept this relay’s baton from Alexander Misurkin and if speaking about my feelings, I should say that we will continue doing our work in addition to reporting for your news agency,"" Artemyev said during an online news conference organized by TASS on Thursday.
""In other words, we have been previously reporting about the work of the station sharing the news on the social network platforms of Roscomos [the Russian Space Agency],"" the cosmonaut said. ""We will continue sharing the news with all of you.""
On November 17, 2021, Russia’s world-renowned TASS news agency and the State Space Corporation Roscosmos signed a memorandum of cooperation, which stipulated establishing a TASS news office aboard the ISS. Under the agreement, Roscosmos cosmonaut, Hero of Russia Alexander Misurkin was selected to be the first TASS correspondent in space.
"
"Beijing against unjustified accusations towards it on Ukrainian issue, says minister -  World","BEIJING, March 20. /TASS/. Beijing will not accept external pressure and it is against any unjustified accusations towards it on the Ukrainian issue, Foreign Minister of the People’s Republic of China Wang Yi said commenting on the telephone conversation between Chinese President Xi Jinping and his US counterpart Joe Biden.
""China will continue objectively and fairly providing independent judgements based on the root of the matter,"" he was quoted as saying in a statement released on the ministry’s website on Sunday. ""We will never accept any external enforcement or pressure and will be against any unjustified accusations and suspicions towards China,"" Wang Yi said.
Chinese President Xi Jinping has clearly and comprehensively explained the country’s position on the Ukrainian issue, the diplomat noted.
""The most important message is that China has always been a force standing for peace throughout the world. We have always supported maintenance of peace and opposed war,"" he emphasized.
The Chinese and US leaders had a conversation on Friday. According to the US administration, the conversation was informative and mainly focused on the situation around Ukraine.
"
